City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,howard springs,-12.497,131.047,299.1,82,21,1.32,AU,1696269174
367,carauari,-4.8828,-66.8958,312.98,26,67,1.62,BR,1696269174
368,san antonio de pale,-1.4014,5.6325,298.31,86,100,5.98,GQ,1696269174
369,richards bay,-28.783,32.0377,291.32,56,0,6.15,ZA,1696269174
370,chui,-33.6971,-53.4616,290.14,64,0,2.56,UY,1696269174
371,nuku'alofa,-21.1333,-175.2,292.34,88,75,5.66,TO,1696269174
372,motueka,-41.1333,173.0167,279.87,85,55,2.61,NZ,1696269174
373,orange walk,17.8333,-88.8333,307.93,46,43,1.71,BZ,1696269174
374,cova figueira,14.8905,-24.2934,298.27,75,94,3.75,CV,1696269174
375,black river,18.0264,-77.8487,305.59,62,21,3.19,JM,1696269174
376,margate,51.3813,1.3862,292.76,91,97,0.89,GB,1696269174
377,xiazhuang,34.9161,118.6389,291.3,72,100,1.33,CN,1696269174
378,gogrial,8.5332,28.1004,296.01,91,91,1.61,SS,1696269174
379,paracuru,-3.41,-39.0306,300.99,61,78,6.65,BR,1696269174
380,kawant,22.1,74.05,297.32,76,10,1.85,IN,1696269174
381,norton,-17.8833,30.7,293.86,62,33,5.07,ZW,1696269175
382,kalimpong,27.0667,88.4833,293.98,94,100,1.81,IN,1696269175
383,lyantonde,-0.4031,31.1572,293.93,77,39,0.74,UG,1696269175
384,coxen hole,16.3244,-86.5366,303.75,79,20,3.09,HN,1696269175
385,tarrafal de sao nicolau,16.5667,-24.3667,299.49,83,57,5.05,CV,1696269175
386,mandaguacu,-23.3472,-52.0953,304.93,48,40,3.09,BR,1696269175
387,barentu,15.1139,37.5928,301.56,26,2,3.72,ER,1696269175
388,egilsstadir,65.2653,-14.3948,279.1,100,100,10.8,IS,1696269175
389,chernyshevsk,52.5243,117.0174,277.43,86,43,1.47,RU,1696269175
390,la'ie,21.6477,-157.9253,300.13,84,24,1.34,US,1696269175
391,sisimiut,66.9395,-53.6735,276.47,61,92,1.07,GL,1696269169
392,tilisarao,-32.7329,-65.2911,301.7,20,80,6.96,AR,1696269175
393,chonchi,-42.6128,-73.8092,285.71,62,40,0.6,CL,1696269175
394,auki,-8.7676,160.7034,298.56,92,58,2.14,SB,1696269175
395,tara,56.8944,74.371,282.58,78,8,3.13,RU,1696269175
396,jayapura,-2.5333,140.7,296.81,88,71,2.38,ID,1696269175
397,las palmas,28.4204,-14.0131,297.59,78,0,6.69,ES,1696269120
398,pathein,16.7833,94.7333,297.09,98,100,2.13,MM,1696269176
399,leticia,-4.2153,-69.9406,306.18,62,75,3.09,CO,1696269176
400,bakchar,57.0186,82.0711,277.91,95,31,2.65,RU,1696269176
401,yeppoon,-23.1333,150.7333,292.03,81,0,5.15,AU,1696269176
402,thunder bay,48.4001,-89.3168,296.1,68,40,3.09,CA,1696269176
403,balatonboglar,46.7752,17.6441,292.25,60,11,1.89,HU,1696269176
404,puerto aysen,-45.4,-72.7,281.55,87,100,1.55,CL,1696269176
405,yeed,4.55,43.0333,305.68,36,77,4.73,SO,1696269176
406,suez,29.9737,32.5263,298.61,48,100,4.44,EG,1696269176
407,gaiman,-43.2897,-65.4929,290.98,28,79,8.28,AR,1696269176
408,shihezi,44.3,86.0333,290.34,38,17,2.39,CN,1696269176
409,zabaykal'sk,49.6333,117.3167,282.04,69,100,4.88,RU,1696269176
410,onega,63.9061,38.1404,277.72,89,35,2.26,RU,1696269176
411,mazatlan,23.2167,-106.4167,306.43,67,40,1.79,MX,1696269003
412,itoman,26.1247,127.6694,300.58,96,100,6.17,JP,1696269176
413,galliano,29.4422,-90.2992,303.71,62,75,4.63,US,1696269176
414,mapleton,40.1302,-111.5785,283.14,86,100,6.17,US,1696269086
415,amga,60.8953,131.9608,280.36,79,100,1.34,RU,1696269176
416,ribeira brava,32.65,-17.0667,299.66,79,4,2.26,PT,1696269177
417,nuuk,64.1835,-51.7216,276.49,81,75,3.09,GL,1696269177
418,kaiapoi,-43.3783,172.6401,279.3,79,100,8.23,NZ,1696269177
419,dubbo,-32.25,148.6167,291.22,52,64,4.12,AU,1696269177
420,cabedelo,-6.9811,-34.8339,303.52,64,79,5.75,BR,1696268915
421,al ghayzah,16.2079,52.176,300.15,76,2,3.58,YE,1696269177
422,suomussalmi,64.8869,28.9078,279.24,97,100,2.0,FI,1696269177
423,bechar,31.6167,-2.2167,304.33,16,0,1.54,DZ,1696269177
424,novaya igirma,57.1334,103.9112,272.34,96,100,2.75,RU,1696269177
425,dickinson,29.4608,-95.0513,306.56,60,0,6.17,US,1696269069
426,kovdor,67.5662,30.4758,273.8,72,93,1.83,RU,1696269177
427,chivhu,-19.0211,30.8922,286.52,83,73,5.5,ZW,1696269177
428,nogliki,51.8333,143.1667,283.9,96,100,11.18,RU,1696269177
429,vila franca do campo,37.7167,-25.4333,295.86,99,100,4.44,PT,1696269177
430,bonthe,7.5264,-12.505,300.39,79,100,3.78,SL,1696269177
431,broome,42.2506,-75.833,298.64,73,75,2.06,US,1696269177
432,hamilton,39.1834,-84.5333,302.73,49,0,2.57,US,1696268905
433,portland,45.5234,-122.6762,288.21,75,100,2.57,US,1696269027
434,ouddorp,51.8117,3.9347,295.36,77,100,2.26,NL,1696269177
435,roma,43.2128,-75.4557,297.57,74,14,0.45,US,1696269178
436,thinadhoo,0.5333,72.9333,301.24,75,86,4.96,MV,1696269178
437,okha,53.5739,142.9478,281.18,94,100,9.65,RU,1696269178
438,cesvaine,56.9667,26.3167,284.5,76,99,2.32,LV,1696269178
439,abaza,52.655,90.0928,277.21,84,31,1.74,RU,1696269178
440,el fasher,13.6279,25.3494,305.28,35,57,5.91,SD,1696269178
441,ilha de mocambique,-15.0342,40.7358,299.05,80,1,5.88,MZ,1696269178
442,urengoy,65.9667,78.3667,278.77,99,100,5.36,RU,1696269178
443,qaqortoq,60.7167,-46.0333,279.65,49,100,1.53,GL,1696269148
444,san rafael del yuma,18.4299,-68.6739,305.26,68,97,5.15,DO,1696269178
445,huambo,-12.7761,15.7392,297.82,39,86,3.39,AO,1696269178
446,revda,56.801,59.9303,284.22,81,100,4.69,RU,1696269178
447,coahuayana de hidalgo,18.7,-103.6583,305.53,64,95,1.73,MX,1696269178
448,luderitz,-26.6481,15.1594,290.21,72,0,3.75,NA,1696269178
449,ardakan,32.31,54.0175,299.23,15,9,3.36,IR,1696269178
450,sonepur,20.8333,83.9167,297.98,93,95,1.81,IN,1696269178
451,udhampur,32.9333,75.1333,293.1,63,0,3.33,IN,1696269179
452,nishinoomote,30.7333,131.0,297.94,70,53,7.19,JP,1696269179
453,kill devil hills,36.0307,-75.676,299.15,70,0,6.17,US,1696269179
454,jiwani,25.05,61.7417,301.76,70,0,4.23,PK,1696269179
455,ebon,4.582,168.6964,301.68,75,2,2.03,MH,1696269179
456,lowestoft,52.4752,1.7516,290.94,93,100,5.33,GB,1696269179
457,n'zeto,-7.2312,12.8666,297.46,87,25,4.16,AO,1696269179
458,mukalla,14.5425,49.1242,301.54,71,10,2.12,YE,1696269179
459,lycksele,64.5954,18.6735,279.08,93,75,2.57,SE,1696269179
460,bermejo,-32.8833,-68.8,297.1,25,75,6.69,AR,1696269179
461,ribadesella,43.4614,-5.0596,295.34,79,40,1.71,ES,1696269179
462,jos,9.9167,8.9,293.35,88,86,1.66,NG,1696269179
463,zaozersk,69.4005,32.4476,275.22,78,95,4.76,RU,1696269179
464,tatarsk,55.219,75.9828,281.46,52,6,2.68,RU,1696269179
465,mulanur,10.7667,77.7167,299.0,73,24,6.19,IN,1696269179
466,ban chang,12.7254,101.0553,299.92,89,20,1.03,TH,1696269179
467,havre,49.5833,0.3333,299.02,53,0,4.12,FR,1696269180
468,beylikova,39.6869,31.2056,288.83,67,73,2.94,TR,1696269180
469,yamazakicho-nakabirose,35.0,134.55,289.45,73,59,2.53,JP,1696269180
470,swidnik,51.219,22.6962,287.42,74,0,3.13,PL,1696269180
471,neijiang,29.5835,105.0622,292.07,93,100,1.7,CN,1696269180
472,sur,22.5667,59.5289,302.5,60,30,1.57,OM,1696269180
473,phongsali,21.6833,102.1058,289.69,99,45,0.25,LA,1696269180
474,puerto armuelles,8.2833,-82.8667,305.14,72,100,0.45,PA,1696269180
475,bulancak,40.9372,38.2291,294.05,64,75,6.69,TR,1696269180
476,remetea,46.7833,25.45,282.7,72,6,0.97,RO,1696269180
477,hammerfest,70.6634,23.6821,274.4,86,75,0.0,NO,1696269180
478,dawson creek,55.7666,-120.2362,283.95,66,0,4.63,CA,1696269180
479,chinde,26.8418,88.0763,292.04,88,97,2.04,NP,1696269180
480,ponta delgada,37.7333,-25.6667,296.03,64,20,5.66,PT,1696269180
481,mahdia,35.5047,11.0622,297.12,64,0,3.06,TN,1696269180
482,abepura,-2.6333,140.5833,296.6,100,100,0.51,ID,1696269180
483,tafuna,-14.3358,-170.72,300.12,89,100,9.26,AS,1696269180
484,rice lake,45.5061,-91.7382,301.33,57,0,4.63,US,1696269096
485,vostochnyy,55.8167,37.8667,286.13,54,90,2.88,RU,1696269181
486,nicoya,10.1483,-85.452,303.45,71,99,0.73,CR,1696269087
487,nizhneudinsk,54.9076,99.0276,277.05,71,100,0.89,RU,1696269181
488,st. john's,47.5649,-52.7093,289.97,83,40,2.06,CA,1696268908
489,nguigmi,14.2495,13.1092,302.25,44,100,9.83,NE,1696269181
490,warrnambool,-38.3833,142.4833,289.33,81,77,8.66,AU,1696269181
491,nouadhibou,20.931,-17.0347,301.14,51,0,6.69,MR,1696269181
492,celestun,20.8667,-90.4,304.68,61,43,3.78,MX,1696269181
493,kingscliff,-28.2667,153.5667,291.04,77,3,3.09,AU,1696269181
494,gazipasa,36.2694,32.3179,297.2,69,40,1.03,TR,1696269181
495,sampit,-2.5333,112.95,296.33,89,98,0.12,ID,1696269181
496,mulanje,-16.0316,35.5,294.41,85,74,5.17,MW,1696269181
497,keetmanshoop,-26.5833,18.1333,306.66,8,0,2.06,NA,1696269181
498,aptos,36.9772,-121.8994,296.12,75,100,1.54,US,1696269181
499,mata-utu,-13.2816,-176.1745,300.06,80,95,11.65,WF,1696269181
500,nueva gerona,21.8833,-82.8,303.59,65,18,4.56,CU,1696269181
501,bodo,67.28,14.405,281.17,79,75,4.12,NO,1696269182
502,churachandpur,24.3333,93.6667,292.47,99,34,0.83,IN,1696269182
503,krasnokholmskiy,55.9873,55.0466,289.39,64,100,4.18,RU,1696269182
504,olavarria,-36.8927,-60.3225,294.19,31,87,5.31,AR,1696269182
505,kirensk,57.7853,108.1119,275.38,61,100,4.92,RU,1696269182
506,mwene-ditu,-7.0,23.45,296.03,63,83,0.83,CD,1696269182
507,san andres,12.5847,-81.7006,304.16,74,40,2.06,CO,1696269182
508,badger,64.8,-147.5333,274.46,93,100,3.09,US,1696269146
509,mawu,29.5923,107.3139,292.64,98,100,0.51,CN,1696269182
510,grand falls-windsor,48.9332,-55.6649,290.56,40,22,2.82,CA,1696269182
511,porto novo,6.4965,2.6036,302.05,80,54,3.16,BJ,1696269152
512,castillos,-34.1667,-53.8333,290.25,65,4,2.38,UY,1696269182
513,santa cruz,-17.8,-63.1667,308.18,38,20,10.29,BO,1696269057
514,dingli,35.8614,14.3822,296.38,73,20,2.57,MT,1696269183
515,lodwar,3.1191,35.5973,306.53,30,50,7.98,KE,1696269183
516,lospalos,-8.5186,127.0025,295.02,95,71,1.62,TL,1696269183
517,druskininkai,54.0167,23.9667,287.6,69,100,2.46,LT,1696269183
518,peiting,47.8,10.9333,290.78,82,41,1.53,DE,1696269183
519,nueve de julio,-35.4444,-60.8831,295.91,32,100,0.89,AR,1696269183
520,baiti,13.745,-14.7482,305.77,62,55,2.53,SN,1696269183
521,dunedin,-45.8742,170.5036,279.15,80,80,1.34,NZ,1696269183
522,albertina,-22.2008,-46.6158,299.07,62,81,3.75,BR,1696269183
523,mendi,-6.1761,143.6513,286.91,98,100,0.38,PG,1696269183
524,cockburn town,21.4612,-71.1419,304.13,62,20,3.6,TC,1696269183
525,ankazobe,-18.3167,47.1167,295.36,59,98,2.53,MG,1696269184
526,yamada,39.4667,141.95,287.25,79,35,2.43,JP,1696269184
527,izyum,49.2088,37.2485,287.71,58,93,4.1,UA,1696269184
528,mombasa,-4.0547,39.6636,299.38,78,20,3.6,KE,1696269184
529,bima,-8.4667,118.7167,296.64,94,68,1.63,ID,1696269184
530,ballina,-28.8667,153.5667,288.03,87,0,3.72,AU,1696269184
531,gobabis,-22.45,18.9667,300.08,14,15,5.08,NA,1696269184
532,saint-francois,46.4154,3.9054,295.19,68,0,1.03,FR,1696269184
533,figuig (centre),32.1089,-1.2286,300.56,22,0,3.42,MA,1696269184
534,naracoorte,-36.9579,140.7383,287.03,97,96,4.66,AU,1696269184
535,pemangkat,1.1667,108.9667,299.07,85,83,3.61,ID,1696269184
536,nova olimpia,-14.7972,-57.2881,312.8,24,62,2.56,BR,1696269184
537,macapa,0.0389,-51.0664,307.14,49,40,6.69,BR,1696269184
538,labasa,-16.4167,179.3833,295.72,86,99,4.2,FJ,1696269184
539,pionerskiy,54.9508,20.2275,291.01,86,100,7.42,RU,1696269185
540,kez,57.8979,53.7152,283.07,80,100,2.0,RU,1696269185
541,ar ruways,24.1103,52.7306,304.43,65,2,5.23,AE,1696269185
542,oxapampa,-10.5775,-75.4017,295.37,78,57,1.68,PE,1696269185
543,sangin,32.0728,64.8359,294.28,12,0,0.89,AF,1696269185
544,broomfield,39.9205,-105.0866,298.1,40,0,3.13,US,1696268821
545,sao jose da coroa grande,-8.8978,-35.1478,299.85,64,4,4.39,BR,1696269185
546,mongagua,-24.0931,-46.6208,294.63,81,100,2.48,BR,1696269185
547,new norfolk,-42.7826,147.0587,284.77,71,18,1.9,AU,1696269177
548,gejiu,23.306,103.1635,286.69,97,62,1.35,CN,1696269185
549,san luis de la loma,17.2706,-100.8939,304.39,64,94,2.75,MX,1696269185
550,san juan de uraba,8.7592,-76.5297,303.41,72,98,4.38,CO,1696269185
551,dalnerechensk,45.9339,133.7225,280.49,87,7,2.68,RU,1696269185
552,baise city,23.8997,106.6133,297.63,86,63,0.37,CN,1696269186
553,kapa'a,22.0752,-159.319,296.54,89,0,3.6,US,1696269186
554,severo-yeniseyskiy,60.3725,93.0408,270.14,87,98,3.58,RU,1696269186
555,kogalym,62.2654,74.4791,283.04,81,100,9.37,RU,1696269186
556,lascano,-33.6667,-54.2,292.41,53,0,1.89,UY,1696269186
557,belel,7.05,14.4333,291.05,93,100,0.75,CM,1696269186
558,ostersund,63.1792,14.6357,281.4,87,0,2.06,SE,1696269186
559,albox,37.3886,-2.1495,298.89,46,6,1.88,ES,1696269186
